date,ticker,rank,scorer_score,daily_ic,scored_count,regime,rating,accepted,duration_sec,model,report_dir,error,fwd_5d,bench_5d,alpha_5d,fwd_max_dd_5d,bench_max_dd_5d,fwd_vol_5d,bench_vol_5d,fwd_20d,bench_20d,alpha_20d,fwd_max_dd_20d,bench_max_dd_20d,fwd_vol_20d,bench_vol_20d,fwd_60d,bench_60d,alpha_60d,fwd_max_dd_60d,bench_max_dd_60d,fwd_vol_60d,bench_vol_60d,fwd_120d,bench_120d,alpha_120d,fwd_max_dd_120d,bench_max_dd_120d,fwd_vol_120d,bench_vol_120d,spy_trailing_60d
2025-04-10,PATH,4,0.6472,-0.1452003887340908,111,bear,SELL,0,193.9,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2025-04-10_PATH,,-0.06071757129714797,-0.037569764393003066,-0.023147806904144905,-0.06071757129714794,-0.04681703516842273,0.18201745675404712,0.23550314570026223,0.204231830726771,0.09186425441060785,0.11236757631616316,-0.06071757129714794,-0.04681703516842273,0.33198274055678656,0.22289042770905054,0.18583256669733225,0.1720792598419298,0.013753306855402464,-0.08489857250187849,-0.04681703516842273,0.3326370607191625,0.156392261772775,0.18675252989880417,0.2533430722553095,-0.06659054235650533,-0.21680420105026266,-0.04681703516842273,0.38522616128872733,0.12638349904355867,-0.09895394974149334
2022-05-20,FORM,5,0.6872,0.0165852591674564,87,bear,SELL,0,204.8,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2022-05-20_FORM,,0.037392622536634765,0.04033558399677514,-0.002942961460140378,-0.02121573301549462,-0.007633780106822585,0.385583981817452,0.2311081845496747,-0.07604850934815559,-0.056762067923007226,-0.019286441425148362,-0.1894711880483756,-0.12345767747190872,0.5125457617142546,0.2988287295915558,-0.13264274886306215,0.07802579864960185,-0.210668547512664,-0.2307327483993361,-0.12345767747190872,0.5782207293302877,0.23269662019229234,-0.44012127337038903,0.004005845006550375,-0.4441271183769394,-0.5686506995494427,-0.17021177565743528,0.6324569365478566,0.2567784871694129,-0.09028718188185854
2025-04-24,KROS,5,0.6817,-0.1350030217548047,112,bear,SELL,0,190.1,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2025-04-24_KROS,,0.030964109781843736,0.029275025424960056,0.0016890843568836793,-0.000692041522491138,0.0,0.08466273341015777,0.09466885585806621,0.025334271639690317,0.05170347232311497,-0.026369200683424656,-0.0805460750853243,-0.026460452214844055,0.30570987432464325,0.15847546929118134,0.015482054890921805,0.151768850791806,-0.1362867959008842,-0.11714096624751824,-0.026460452214844055,0.3288284007254081,0.12057590084456,-0.03307529908515135,0.1997675432224321,-0.23284284230758345,-0.14764267990074453,-0.02984653325608011,0.3584954954385717,0.11480062680757319,-0.09566267451862623
2023-10-20,IONS,3,0.7099,0.0791845451517467,107,bear,SELL,0,201.9,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2023-10-20_IONS,,-0.03909150469534831,-0.011582552442562918,-0.027508952252785393,-0.0492653414001728,-0.03056912872081763,0.4720280500310986,0.18510560487689162,0.08473465822231935,0.08038814631593971,0.004346511906379635,-0.05509939498703542,-0.03056912872081763,0.46839813472943514,0.1470030851371999,0.11334352478707137,0.14738619607096995,-0.03404267128389858,-0.06391632771644395,-0.03056912872081763,0.37847949887584437,0.11487206745235497,-0.09281502511465385,0.19756932883032868,-0.2903843539449825,-0.22427637721755378,-0.037540378844352684,0.34125577907544374,0.11624526741017317,-0.06917279939888177
2022-05-05,LITE,3,0.7681,0.2097215134504628,87,bear,SELL,0,208.2,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2022-05-05_LITE,,0.012021121222334492,-0.0233869791413428,0.035408100363677295,-0.023732228814507983,-0.04619049934360875,0.4170638837545728,0.3322449055178956,-0.03493989439388832,0.0010939855107697902,-0.03603387990465811,-0.07599690710261786,-0.05319200661253465,0.4017068621193259,0.2863765982800745,0.049657341871699824,0.007560655418874931,0.0420966864528249,-0.16922567104827135,-0.12345767747190872,0.37498758703256646,0.26356639445416613,-0.18121559375351093,-0.07623863470608246,-0.10497695904742847,-0.31697681671691436,-0.1702117756574354,0.36930770116384876,0.25277954235843947,-0.08233911385106665
2022-05-05,BELFB,1,0.7879,0.2097215134504628,87,bear,BUY,1,203.3,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2022-05-05_BELFB,,-0.05335628227194491,-0.0233869791413428,-0.029969303130602108,-0.05737234652897305,-0.04619049934360875,0.3703107947872658,0.3322449055178956,-0.061388410786001164,0.0010939855107697902,-0.06248239629677096,-0.10843373493975905,-0.05319200661253465,0.344912453660723,0.2863765982800745,0.3941480206540448,0.007560655418874931,0.3865873652351699,-0.14400458978772235,-0.12345767747190872,0.6343869593148495,0.26356639445416613,0.8433734939759038,-0.07623863470608246,0.9196121286819863,-0.14400458978772235,-0.1702117756574354,0.5341082880720919,0.25277954235843947,-0.08233911385106665
2022-05-24,FORM,1,0.745,-0.117682437850842,87,bear,SELL,0,206.7,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2022-05-24_FORM,,0.07193695983731566,0.05038125676321811,0.021555703074097543,-0.0338498212157331,-0.013654096228868706,0.46027294852148454,0.24643630570378805,0.006863243518047687,-0.018345622467725343,0.02520886598577303,-0.1894711880483756,-0.12345767747190872,0.5619705458264003,0.32254411950751494,-0.16395526182003056,0.040214409744067287,-0.20416967156409785,-0.2307327483993361,-0.12345767747190872,0.5809327139065985,0.23771976031878664,-0.41713268937468234,0.002818531846893335,-0.4199512212215757,-0.5686506995494427,-0.17021177565743528,0.6383553537767687,0.2568162139179042,-0.09788608203742301
2022-07-13,BELFB,4,0.7462,-0.4727102485529453,89,bear,BUY,1,220.0,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2022-07-13_BELFB,,0.08782201405152226,0.05525125029768991,0.03257076375383235,0.0,-0.008256952197959189,0.15797572749942018,0.2122599069217768,0.5134660421545669,0.11134926305204938,0.40211677910251753,-0.032539682539682535,-0.01980992502319512,0.862557268337427,0.19144664253775295,0.5345433255269323,-0.04000952607763754,0.5745528516045698,-0.1389866291344125,-0.16876890854084248,0.6196254644396914,0.23988328542986562,0.925058548009368,0.01547987616099062,0.9095786718483774,-0.15730932203389836,-0.1702117756574355,0.5494784334352586,0.2377944006832556,-0.1346764430434684
2022-07-18,MARA,4,0.7395,0.0347285673128369,90,bear,SELL,0,192.3,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2022-07-18_MARA,,-0.21627906976744193,-0.0035179850613098005,-0.21276108470613214,-0.2505559673832469,-0.01980992502319523,1.2431877003440044,0.15259710793349665,0.3085271317829456,0.09541897162668572,0.21310816015625988,-0.2505559673832469,-0.01980992502319523,1.302526936309427,0.1651294894008137,-0.1922480620155039,-0.0910342366227343,-0.1012138253927696,-0.48081140350877183,-0.1702117756574354,1.173822298935804,0.22925670100444395,-0.6201550387596899,-0.011242256608968233,-0.6089127821507216,-0.8275767543859649,-0.1702117756574354,1.1957010297204418,0.2355578662784127,-0.14112567740774887
2025-03-18,PTGX,3,0.8101,0.0614164211488428,111,bear,SELL,0,190.6,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2025-03-18_PTGX,,-0.08813247470101195,0.0025743656657204457,-0.09070684036673239,-0.08813247470101193,-0.011938275466583104,0.19763851349581202,0.17442537595208576,-0.157313707451702,-0.0731225644913865,-0.0841911429603155,-0.2476540938362466,-0.13724672435964258,0.4834444114756824,0.524510688818535,0.03716651333946635,0.05266870029799165,-0.015502186958525302,-0.2476540938362466,-0.13724672435964258,0.41546112266788615,0.33166296239656096,0.062373505059797614,0.1500185142736234,-0.08764500921382579,-0.2476540938362466,-0.13724672435964258,0.426564078190007,0.24293568358711654,-0.07160469311092353
2022-08-03,AEIS,4,0.8531,-0.1412931637650738,90,flat,SELL,0,222.0,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2022-08-03_AEIS,,-0.004462862607586884,0.014052200787116385,-0.01851506339470327,-0.04413165414329556,-0.006808798319530629,0.4838002115427774,0.1628426667675133,-0.07438104345978111,-0.042856797933215826,-0.031524245526565284,-0.1112131415161719,-0.0803351175238538,0.3940958767650733,0.19764689556922035,-0.1603442779725853,-0.060723857353260816,-0.09962042061932448,-0.27833894500561174,-0.1702117756574354,0.3887570912170354,0.24846915034600076,0.012219742854106957,-0.02274428374821937,0.03496402660232632,-0.27833894500561174,-0.1702117756574354,0.385225093097744,0.23303341847947603,0.007560655418874931
2026-04-01,MPWR,4,0.7624,0.0565910411043154,112,flat,SELL,0,189.5,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2026-04-01_MPWR,,0.2104265572334128,0.0360306786819755,0.1743958785514373,0.0,-0.0006618523039814139,0.6263761004879247,0.16826791992830456,,,,,,,,,,,,,,,,,,,,,,-0.0472285232362008
2023-09-11,ACMR,5,0.7982,0.0272816585636194,106,flat,SELL,0,193.3,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2023-09-11_ACMR,,-0.1026145628338487,-0.0073544249871074,-0.09526013784674131,-0.12735451222940686,-0.016986410871302926,0.6149264945157789,0.1399352946614861,0.10655046387405114,-0.02567322137267649,0.13222368524672762,-0.12735451222940686,-0.06388222755129236,0.7246821488859068,0.13463681462790208,-0.10823727860556653,0.019664118029552192,-0.12790139663511874,-0.36173393124065767,-0.0881072919442224,0.8288353336180687,0.13142668384428147,0.6429575484959235,0.13720038565887127,0.5057571628370522,-0.36173393124065767,-0.0881072919442224,0.9835371790573212,0.12236868697603803,0.02577885539137193
2026-03-06,RLAY,3,0.7944,-0.0061161034612362,112,flat,SELL,0,185.2,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2026-03-06_RLAY,,-0.0009861932938855806,-0.013622893537971617,0.012636700244086037,-0.06203703703703711,-0.02355993925722799,0.5265401923495006,0.14499978728565568,0.3293885601577909,-0.028086160378610222,0.3574747205364011,-0.1342592592592594,-0.06826190160260659,0.8446401684785597,0.1831546835293542,,,,,,,,,,,,,,,-0.016456270204642864
2025-02-27,KRYS,4,0.7476,0.0674271674271674,111,flat,BUY,1,215.7,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2025-02-27_KRYS,,0.003821478382147851,-0.030731428186744746,0.034552906568892594,-0.04139470013947,-0.03613383149887228,0.4297173675022073,0.21296683667661284,0.02605299860529979,-0.06482883974553164,0.09088183835083143,-0.06012137420283892,-0.07196472449426095,0.35740312286031095,0.2091848791341306,-0.2945606694560669,-0.0050994648086438,-0.2894612046474231,-0.3568710141946101,-0.16442828772425855,0.4934666210327327,0.34588940594117695,-0.18716875871687594,0.06962536605069172,-0.2567941247675677,-0.36556264143180406,-0.16442828772425855,0.4659170831267782,0.2525395944406601,-0.023011539168044496
2023-10-05,VSH,3,0.7524,0.3150271179875425,106,flat,SELL,0,218.4,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2023-10-05_VSH,,-0.02230483271375461,0.004563020906085532,-0.02686785361984014,-0.03702196908055322,-0.011046938027135966,0.23140850375109226,0.09476749577851888,-0.024370095002065256,0.011989570237928893,-0.03635966523999415,-0.09560618388934095,-0.05876420975430863,0.22042148598565897,0.15585496206400826,-0.04626187525815782,0.0913768217162546,-0.13763869697441242,-0.13303498779495526,-0.05876420975430863,0.2703859787350172,0.1207923025665542,-0.06980586534489885,0.2156260185314521,-0.285431883876351,-0.1395443449959316,-0.05876420975430863,0.2787381294406525,0.11449634620552493,-0.048248957445854404
2025-05-27,AMBA,5,0.7892,-0.2757651601320424,112,flat,SELL,0,199.2,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2025-05-27_AMBA,,-0.14198717948717948,0.013951984754904346,-0.15593916424208382,-0.1564102564102564,-0.001118549275485048,1.1001254943532481,0.05176605786233489,0.11057692307692306,0.04107328194919433,0.06950364112772872,-0.18701923076923077,-0.0156853002070394,1.0182128496543703,0.10182629860296438,0.15288461538461537,0.09797015636431682,0.05491445902029855,-0.18701923076923077,-0.024140637262596187,0.678360000046627,0.09724003592937695,0.34711538461538466,0.13261191363381133,0.21450347098157332,-0.18701923076923077,-0.03159778291799431,0.6637236332854525,0.10608495202672225,-0.0050994648086438
2024-05-01,SRPT,5,0.7804,-0.0237142062830136,109,flat,SELL,0,203.5,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2024-05-01_SRPT,,0.01278419964786049,0.0299784171237352,-0.01719421747587471,-0.027491914142898866,0.0,0.28782681234041346,0.0863971133647795,-0.005894511214881588,0.04423499594083526,-0.05012950715571685,-0.166936195236695,-0.016467178560674478,0.4739182433217738,0.09433709314776619,0.09500114828140548,0.0732035720650259,0.02179757621637958,-0.166936195236695,-0.046825762135750626,0.7345191090046272,0.10364747336798845,-0.005741407027482202,0.14446666534661315,-0.15020807237409536,-0.2811107720476044,-0.08405622632156651,0.5605860917129257,0.12926675321522932,0.01583595574053398
2022-04-22,IONS,2,0.8085,-0.0040825253335277,87,flat,SELL,0,195.2,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2022-04-22_IONS,,-0.09376476145488913,-0.0327413595948752,-0.061023401860013926,-0.13179026924893733,-0.038528855802665074,0.7099396257280204,0.4112119170575531,-0.0677846008502599,-0.07372056661454802,0.00593596576428812,-0.2510628247520076,-0.0922947839463013,0.7809530051432144,0.34901156849585535,-0.07888521492678326,-0.06935660778044846,-0.0095286071463348,-0.2510628247520076,-0.14729874609611715,0.5679491156722309,0.29058207425969135,0.0949456778460084,-0.16541037548715315,0.26035605333316153,-0.2510628247520076,-0.1702117756574355,0.5136059876319302,0.2648260696921249,-0.016936637592874556
2023-04-21,VKTX,4,0.8022,0.178982182865678,104,flat,SELL,0,206.4,gemini-3.1-pro-preview,docs/research/acceptance_momentum_reports/2023-04-21_VKTX,,0.03703703703703717,0.0069796185444587055,0.03005741849257846,-0.08345053914674161,-0.020042168528706106,0.9219895754281927,0.2143627476095037,0.141584622597281,0.014928628553425648,0.12665599404385536,-0.08345053914674161,-0.025965907724857518,0.7384952406354913,0.14744318502806267,-0.28738865447726203,0.09584858105324386,-0.38323723553050587,-0.4015732150060508,-0.025965907724857518,0.7376266540967001,0.12098270380583173,-0.4866385372714487,0.045731042338172226,-0.532369579609621,-0.5671641791044777,-0.07907555866226879,0.6572767366494017,0.11899132698915042,0.029599100786811453
